,168_wt_1 (GSE66893)_l,168_Dhfq_1 (GSE66893)_l,168_wt_2 (GSE66893)_l,168_Dhfq_2 (GSE66893)_l,168_wt_1 (GSE66893)_r,168_wt_2 (GSE66893)_r,168_Dhfq_1 (GSE66893)_r,168_Dhfq_2 (GSE66893)_r,Bs_WT_rep1 (GSE73315),Bs_WT_rep2 (GSE73315),Bs_WT_rep3 (GSE73315),Bs_ylbM_rep1 (GSE73315),Bs_ylbM_rep2 (GSE73315),Bs_ywlC_rep1 (GSE73315),Bs_ywlC_rep2 (GSE73315),BS_KS400_1 (GSE45824),BS_WT_1 (GSE45824),BS_KS696_1 (GSE45824),BS_WT_2 (GSE45824),BS_KS696_2 (GSE45824),BS_WT_3 (GSE45824),BS_KS400_2 (GSE45824),B. subtilis 168 Day 1 (GSE94788),B. subtilis 168 Day 4 (GSE94788),B. subtilis YK240 Day 1 (GSE94788),B. subtilis YK240 Day 4 (GSE94788),B. subtilis YK240 Day 3 (GSE94788),B. subtilis PG479 Day 4 (GSE61757),B. subtilis 168 Day 1 (GSE61757),B. subtilis PG479 Day 5 (GSE61757),B. subtilis 168 Day 4 (GSE61757),B. subtilis PG479 Day 3 (GSE61757),168_wt_1 (GSE66892),168_wt_2 (GSE66892),168_Dhfq_1 (GSE66892),168_Dhfq_2 (GSE66892),168_wt_1 (GSE66891),168_Dhfq_1 (GSE66891),168_wt_2 (GSE66891),168_Dhfq_2 (GSE66891)
BSU00590,12.96,13.033,12.677999999999999,12.654000000000002,9.4737,9.6855,9.5519,9.4341,12.5873,12.8324,12.4483,13.6728,13.5997,12.7663,13.0054,14.55043978,14.69867045,14.2038799,14.73040359,14.32323924,14.56686829,14.44400327,14.21365734,14.27321334,14.03604266,14.17447067,14.40578161,14.38132753,14.21365734,14.19841754,14.27321334,13.87108095,9.4737,9.6855,9.5519,9.4341,12.96,13.033,12.677999999999999,12.654000000000002
BSU00600,12.799000000000001,12.894,12.032,12.124,9.5867,9.5402,9.4546,9.4117,12.3719,12.4945,12.267000000000001,13.5307,13.5831,12.8968,12.8269,13.46934417,13.18202414,13.37894391,13.56592461,13.38377241,13.50510098,13.60241572,14.23660096,14.32868865,14.15499258,14.13545449,14.23237094,14.07871348,14.23660096,14.13409106,14.32868865,13.84524446,9.5867,9.5402,9.4546,9.4117,12.799000000000001,12.894,12.032,12.124
BSU00610,12.333,12.421,11.862,11.995999999999999,9.7821,9.7522,9.5503,9.5647,12.182,12.4589,12.1944,13.1741,13.3844,12.4132,12.3396,13.11164566,13.54683851,12.92320504,13.65571233,13.05232718,13.46613438,13.01924852,13.86227194,13.91465921,13.81432123,13.84980487,13.99538464,13.78468735,13.86227194,13.78468735,13.91465921,13.47444381,9.7821,9.7522,9.5503,9.5647,12.333,12.421,11.862,11.995999999999999
BSU00620,13.56,13.708,13.66,13.298,12.9221,12.9221,13.0784,12.9438,12.8782,13.8743,13.512,14.1185,14.1532,13.7406,14.2282,14.7584272,15.26762699,14.80229553,15.31059903,14.735390900000002,15.12275035,14.9038503,14.80821689,14.72548603,14.56878478,14.31888009,14.58523433,14.76040458,14.80821689,14.60293208,14.72548603,14.54354383,12.9221,12.9221,13.0784,12.9438,13.56,13.708,13.66,13.298
BSU00630,14.432,14.573,14.359000000000002,14.003,13.8639,13.7761,13.7487,14.1291,13.0639,13.9961,13.9961,14.630999999999998,14.630999999999998,13.3374,14.1333,15.36413383,15.62216995,15.18490622,15.87137822,15.44103187,15.72265694,15.28880668,15.798381599999999,15.70639695,15.56355994,15.29779323,15.37519065,15.66666822,15.798381599999999,15.63438278,15.70639695,15.56505327,13.8639,13.7761,13.7487,14.1291,14.432,14.573,14.359000000000002,14.003
BSU00640,9.6,8.914,7.621,7.879,9.5158,9.6467,12.675,12.4744,7.629,7.9876,7.9902,9.6205,9.5527,7.8786,7.5013,9.691988087,10.92923583,9.739059472000001,10.907229800000001,9.57235597,10.98531531,9.992120983,11.23608077,11.12768075,11.23116304,10.37042981,11.035176199999999,9.686564761,11.23608077,9.585675938,11.12768075,9.514589192,9.5158,9.6467,12.675,12.4744,9.6,8.914,7.621,7.879
BSU00650,9.487,9.133,8.045,8.148,9.3753,9.4341,11.7954,11.6404,8.228,8.6072,8.8927,9.6393,9.4654,8.7519,8.7732,10.62009392,11.56031017,10.497425400000001,11.41071234,10.27507186,11.41966817,10.68831965,11.376919699999998,11.36669402,11.12769095,10.62670102,11.11692401,10.10338133,11.376919699999998,10.20950735,11.36669402,10.23552429,9.3753,9.4341,11.7954,11.6404,9.487,9.133,8.045,8.148
BSU00660,9.207,8.766,7.979,8.162,7.7311,7.7341,8.6542,8.3968,8.1444,8.3114,8.6083,9.3101,9.0477,8.2144,8.1309,9.489123546,10.47501567,9.351646161,10.28354917,9.303400198,10.39984253,9.366821917000001,10.40777246,10.41342045,10.21176449,9.585277046,10.02712402,9.008145112000001,10.40777246,9.146384674,10.41342045,9.276210674,7.7311,7.7341,8.6542,8.3968,9.207,8.766,7.979,8.162
BSU00670,12.589,12.446,12.905,11.61,10.414000000000001,10.3126,10.6575,10.54,11.9373,11.6703,12.1626,13.3663,13.2273,12.5392,12.9105,14.49276519,14.43163824,14.59043187,14.43388783,14.58553454,14.26598523,14.34704342,14.06823985,14.05806029,14.06680272,14.11021883,14.15603248,14.18979554,14.06823985,13.92664856,14.05806029,14.41807866,10.414000000000001,10.3126,10.6575,10.54,12.589,12.446,12.905,11.61
BSU00680,14.304,14.288,14.110999999999999,13.614,11.2704,11.2681,10.8547,11.0001,13.7234,13.534,13.491,14.5606,14.5583,13.7162,13.9961,15.01375722,15.078408,15.01375722,15.15377366,14.93702963,14.81834484,15.01375722,15.46548929,15.32161019,15.31703662,15.44181988,15.38141602,15.50082076,15.46548929,15.33814088,15.32161019,15.72816209,11.2704,11.2681,10.8547,11.0001,14.304,14.288,14.110999999999999,13.614
BSU00690,15.196,15.134,14.964,14.632,13.0264,13.0665,12.857999999999999,12.8476,15.6421,15.0991,15.5063,15.6784,15.5985,15.5939,15.4447,16.06508281,16.1285815,16.1285815,16.1285815,16.19602162,16.06524208,16.1285815,16.29133147,16.02313987,16.3114668,16.21639927,16.25553319,16.63165568,16.29133147,16.245243300000002,16.02313987,16.68503269,13.0264,13.0665,12.857999999999999,12.8476,15.196,15.134,14.964,14.632
BSU00700,12.525,12.487,13.273,12.262,9.602,9.4513,9.4295,9.5083,12.9328,12.4072,12.6717,12.81,12.8143,10.3409,11.5078,13.45569444,13.41123433,13.68846051,13.35332114,13.65193924,13.54927219,13.36412756,13.72606811,13.85170158,13.88053408,13.87895855,13.9003619,14.02977993,13.72606811,13.55541114,13.85170158,13.97669614,9.602,9.4513,9.4295,9.5083,12.525,12.487,13.273,12.262
BSU00710,12.564,12.581,12.368,11.959000000000001,10.219,10.1267,10.2035,10.187000000000001,13.1565,12.6218,13.0997,12.8143,12.8586,11.2764,12.0899,14.03120397,13.93934566,14.26151943,13.99826503,14.35659016,14.1092865,14.01695786,14.05524774,14.04563852,14.21500451,14.10869643,14.18283407,14.35155008,14.05524774,13.91776421,14.04563852,14.08164493,10.219,10.1267,10.2035,10.187000000000001,12.564,12.581,12.368,11.959000000000001
BSU00720,11.620999999999999,11.655,12.225999999999999,11.823,8.5309,8.7323,8.1977,8.1045,12.8766,12.1932,12.9224,12.2487,11.8664,11.3499,12.7165,13.18138274,13.12077803,13.41906711,12.96104783,13.54896213,13.06601295,13.09772428,12.24576783,12.46223045,12.45249226,12.51021604,12.34228626,12.76535672,12.24576783,12.17900418,12.46223045,12.64457285,8.5309,8.7323,8.1977,8.1045,11.620999999999999,11.655,12.225999999999999,11.823
BSU00730,12.212,12.231,12.914000000000001,12.493,12.0629,12.061,11.9281,12.1134,14.2649,13.1237,14.3342,13.8288,13.9693,13.8263,14.4753,14.3528489,14.19139592,14.87851391,14.12539394,14.85481289,14.09771703,14.33680748,12.70560663,12.43696981,12.59655522,12.47485987,12.52530767,13.27601287,12.70560663,12.5882944,12.43696981,13.16776811,12.0629,12.061,11.9281,12.1134,12.212,12.231,12.914000000000001,12.493
BSU00740,11.338,11.554,12.237,11.794,9.6255,9.7503,9.5731,9.4842,12.4868,11.7963,12.1144,12.1243,12.0476,11.538,12.0819,12.69292495,12.77372463,12.59179432,12.66769169,12.61452647,12.66394404,12.52211873,11.5414933,11.53813956,11.35162633,11.79284275,10.92909774,11.75224158,11.5414933,11.76124653,11.53813956,11.94433804,9.6255,9.7503,9.5731,9.4842,11.338,11.554,12.237,11.794
BSU00750,12.87,12.759,13.31,12.475999999999999,11.7883,11.7911,11.6655,11.5461,13.1117,12.8653,13.0761,13.3202,13.3949,12.9087,13.2777,13.72909473,13.72909473,13.72909473,13.68947851,13.70129853,13.80995528,13.735134900000002,14.008526999999999,14.15422859,13.88305644,14.27902275,14.02721606,14.20833507,14.008526999999999,14.40634385,14.15422859,14.51293648,11.7883,11.7911,11.6655,11.5461,12.87,12.759,13.31,12.475999999999999
BSU00760,12.380999999999998,12.401,12.549000000000001,12.138,11.378,11.4541,11.3183,11.2113,12.6953,12.5989,12.8449,13.0646,13.0037,12.3633,12.401,13.39310577,13.60500259,13.35073115,13.5867864,13.30266574,13.50470688,13.30678899,13.68844357,13.69913593,13.48115214,13.69913593,13.45061122,13.71376263,13.68844357,13.83182184,13.69913593,13.80445821,11.378,11.4541,11.3183,11.2113,12.380999999999998,12.401,12.549000000000001,12.138
BSU00770,12.607999999999999,12.625,12.442,12.094000000000001,11.7323,11.8258,11.7057,11.4587,12.8401,12.6863,12.9047,13.2283,13.2444,12.8308,12.6832,13.99669227,14.15664998,13.99519735,14.24811838,14.10279992,14.08035766,13.97544677,13.53825913,13.55924082,13.387778699999998,13.61314129,13.47020389,13.8266519,13.53825913,13.76914787,13.55924082,13.80538871,11.7323,11.8258,11.7057,11.4587,12.607999999999999,12.625,12.442,12.094000000000001
BSU00780,12.999,12.915,12.937999999999999,12.384,11.5738,11.6258,11.6696,11.3729,13.0817,13.0054,13.2937,13.3827,13.4812,13.2371,13.4457,14.20816661,14.66725189,14.47321537,14.67648619,14.55520129,14.45826321,14.52799104,13.64882035,13.65293266,13.484543900000002,13.62354887,13.37503531,13.62948077,13.64882035,13.73779061,13.65293266,13.94881502,11.5738,11.6258,11.6696,11.3729,12.999,12.915,12.937999999999999,12.384
BSU00790,13.099,13.059000000000001,12.88,12.550999999999998,11.8991,11.955,11.7155,11.6258,13.2237,12.8749,13.1741,13.3765,13.0089,13.1497,13.4987,13.35043256,13.63222708,13.43060487,13.73187202,13.45839543,13.70670099,13.353180199999999,13.54041766,13.65877516,13.32497756,13.59542901,13.40225549,13.73446662,13.54041766,13.73297705,13.65877516,13.93056092,11.8991,11.955,11.7155,11.6258,13.099,13.059000000000001,12.88,12.550999999999998
BSU00800,13.92,13.717,13.232999999999999,13.045,11.7954,11.8842,11.5825,11.6122,13.2937,13.5104,13.5009,14.0346,14.0378,13.1071,13.3747,13.76047322,14.11647916,13.91695289,14.129262300000002,13.62467091,14.00939935,13.86356014,14.69379108,14.68064457,14.58988128,14.52724079,14.57680762,14.69730732,14.69379108,14.67710838,14.68064457,14.48507297,11.7954,11.8842,11.5825,11.6122,13.92,13.717,13.232999999999999,13.045
BSU00810,14.235999999999999,14.171,13.571,13.364,12.2054,12.21,11.8183,11.7452,13.834000000000001,13.5997,13.6362,14.4012,14.2436,13.472000000000001,13.6878,15.20388304,15.51531559,15.09491584,15.48230182,15.15133359,15.42571621,15.1063366,15.34844443,15.29698497,15.23937373,15.06974886,15.18295217,15.1332577,15.34844443,15.15619557,15.29698497,15.07165363,12.2054,12.21,11.8183,11.7452,14.235999999999999,14.171,13.571,13.364
BSU00820,14.100999999999999,14.106,13.915999999999999,13.998,10.953,10.907,11.1241,11.0215,13.9276,13.8785,13.6642,14.4333,14.4046,13.2133,13.2986,14.287043099999998,14.54988149,14.01042769,14.65476156,14.1097177,14.56961364,14.22557356,15.60784304,15.65225526,15.484017199999998,15.393593599999999,15.53412105,15.33458243,15.60784304,15.42477138,15.65225526,15.26659122,10.953,10.907,11.1241,11.0215,14.100999999999999,14.106,13.915999999999999,13.998
BSU00830,12.148,12.491,13.755,13.582,11.2848,11.2447,12.0351,11.5856,13.2556,12.9731,13.3663,12.8732,12.8642,13.5324,13.5136,14.04510673,12.42170659,14.2061986,12.77144519,14.28740198,12.80762699,13.92654795,13.46585677,13.48830416,13.56640982,13.56836252,13.34668608,14.64921027,13.46585677,13.16265406,13.48830416,14.19446197,11.2848,11.2447,12.0351,11.5856,12.148,12.491,13.755,13.582
BSU00840,11.537,11.912,13.155,12.713,11.6938,11.3882,12.1562,11.6102,13.5831,12.4709,12.9668,12.401,12.4217,13.5635,13.1776,14.12498897,12.49565256,14.63022362,12.65211632,14.42022658,12.656276199999999,14.0426657,13.12824611,13.20058703,13.06332742,13.22697573,13.04777212,14.46399153,13.12824611,12.94303571,13.20058703,14.06017743,11.6938,11.3882,12.1562,11.6102,11.537,11.912,13.155,12.713
BSU00850,11.968,12.362,13.355,13.057,11.863,11.7552,12.2937,11.892999999999999,14.1443,12.5681,13.3058,12.5346,12.5971,13.9683,13.7122,14.83074981,13.14859066,15.32158288,13.31843862,15.30957638,13.16599415,14.80724841,13.66091449,13.67749246,13.62769326,13.83185184,13.43723032,15.12621966,13.66091449,13.54240574,13.67749246,14.649278200000001,11.863,11.7552,12.2937,11.892999999999999,11.968,12.362,13.355,13.057
BSU00860,12.292,12.418,13.081,13.323,12.9025,12.7604,13.3574,12.9089,14.1475,12.9408,13.9934,13.0089,12.9537,14.4802,14.0719,15.09447248,13.71007526,15.67298894,13.64381395,15.71928197,13.65834515,15.18724921,13.66852561,13.92980537,13.62882386,13.91636981,13.64826404,15.19605021,13.66852561,13.69981439,13.92980537,14.62795605,12.9025,12.7604,13.3574,12.9089,12.292,12.418,13.081,13.323
BSU00870,11.63,11.389000000000001,12.043,12.24,12.200999999999999,12.312999999999999,12.9193,13.0099,12.3554,11.6378,12.3003,12.0434,12.0417,12.218,11.9018,12.402926800000001,12.44159578,12.66784259,12.36778074,12.54326497,12.45581165,12.45473902,13.07130741,12.96386418,12.85415179,12.46508908,12.93549342,13.61513243,13.07130741,12.82434235,12.96386418,13.15055001,12.200999999999999,12.312999999999999,12.9193,13.0099,11.63,11.389000000000001,12.043,12.24
BSU00880,12.052999999999999,12.112,12.353,12.635,11.5139,11.6843,12.1429,12.2205,12.5422,11.9052,12.4507,12.2858,12.2927,12.5195,12.5281,12.39502802,12.43891065,12.51929965,12.40202999,12.39502802,12.26462933,12.18303194,13.00493857,12.75394379,12.92159318,12.35175814,12.73162246,13.27854079,13.00493857,12.74200699,12.75394379,12.90500679,11.5139,11.6843,12.1429,12.2205,12.052999999999999,12.112,12.353,12.635
BSU00890,12.554,12.603,13.104000000000001,13.043,12.6493,12.9843,13.2364,13.4525,12.8908,12.6038,12.8386,12.977,13.1087,13.5183,13.3686,13.65374646,13.52510523,13.76071238,13.69205679,13.75679368,13.66099651,13.66509619,14.13314174,14.06871929,13.93358907,13.56786174,13.88462843,14.24839825,14.13314174,13.76716879,14.06871929,14.28938813,12.6493,12.9843,13.2364,13.4525,12.554,12.603,13.104000000000001,13.043
BSU00900,12.479000000000001,12.511,12.616,12.647,11.8472,11.8098,12.2729,12.5651,12.2927,11.762,11.9622,12.6208,12.7516,12.9858,12.6527,12.87467447,13.13414803,13.15429654,13.04783377,13.09931828,13.18223554,12.91562974,14.0547376,14.07937373,13.84085112,13.53282116,13.89987378,14.07295823,14.0547376,13.69785454,14.07937373,14.03862872,11.8472,11.8098,12.2729,12.5651,12.479000000000001,12.511,12.616,12.647
BSU00910,12.523,12.435,12.105,12.258,8.1313,8.5615,8.1363,8.3909,11.8713,11.6778,11.8957,12.5392,12.5117,11.8017,11.9682,13.66662788,13.96277132,13.70723829,13.982732500000001,13.60289691,13.876667600000001,13.68896118,13.78114816,13.73368682,13.59668242,13.25283799,13.56117481,13.40707036,13.78114816,13.25485991,13.73368682,13.6121802,8.1313,8.5615,8.1363,8.3909,12.523,12.435,12.105,12.258
BSU00920,13.834000000000001,13.87,13.708,13.45,11.7119,11.6741,11.6521,11.7183,13.9754,13.2722,13.482999999999999,13.8763,13.808,13.7684,13.5888,14.63771164,14.86930638,14.54778894,14.83468789,14.59355111,14.83740225,14.54022163,15.54142121,15.60784304,15.39257202,15.26002661,15.40100173,15.39257202,15.54142121,15.40974707,15.60784304,15.35016351,11.7119,11.6741,11.6521,11.7183,13.834000000000001,13.87,13.708,13.45
BSU00930,12.415,12.444,11.9,11.934000000000001,10.2299,10.2153,10.3873,10.3447,12.565999999999999,12.2852,12.6567,12.6614,12.707,12.274000000000001,12.359000000000002,13.62465416,13.97156488,13.43907149,13.87794845,13.62465416,13.88038379,13.51017921,13.44097572,13.33763988,13.17092986,13.41133575,13.27665768,13.10000415,13.44097572,13.30927719,13.33763988,13.25112591,10.2299,10.2153,10.3873,10.3447,12.415,12.444,11.9,11.934000000000001
BSU00940,12.386,12.269,12.035,11.703,10.1009,10.1294,10.3135,10.1328,12.8716,12.565999999999999,12.7722,12.5918,12.5829,12.6539,12.2936,13.42234498,13.64542718,13.37424019,13.55484819,13.44025424,13.526829800000002,13.30405172,13.47502872,13.37753094,13.4215078,13.42809062,13.40893877,13.38792594,13.47502872,13.40958309,13.37753094,13.30512909,10.1009,10.1294,10.3135,10.1328,12.386,12.269,12.035,11.703
BSU00950,12.360999999999999,12.395999999999999,12.764000000000001,12.623,10.0218,10.032,10.2271,10.0308,13.1056,12.9612,13.2986,12.9013,12.6854,13.0315,12.3271,13.90583491,14.10950184,13.99075409,14.19624583,13.93306068,13.99075409,13.86082444,13.31675742,13.19089591,13.226547400000001,13.23932155,13.23015928,13.34083631,13.31675742,13.20295548,13.19089591,13.13344638,10.0218,10.032,10.2271,10.0308,12.360999999999999,12.395999999999999,12.764000000000001,12.623
BSU00960,12.710999999999999,12.674000000000001,12.474,12.395999999999999,10.0311,10.0408,10.1627,10.0175,12.9992,12.9836,13.2698,12.9595,12.8055,13.0936,12.7028,14.03909947,14.25068375,13.96981184,14.10817485,14.03105196,14.03909947,14.03909947,13.95192337,13.91701108,13.86327814,13.93618347,13.95560719,13.9224625,13.95192337,13.96469237,13.91701108,13.93747978,10.0311,10.0408,10.1627,10.0175,12.710999999999999,12.674000000000001,12.474,12.395999999999999
BSU00970,13.04,13.005,12.922,12.825999999999999,10.2883,10.2312,10.296,10.1119,13.0696,13.0109,13.126,13.0775,12.9992,13.275,12.7502,14.13948974,14.34826443,14.17242218,14.27895204,14.22611834,14.24179751,14.12852174,13.55231804,13.54056749,13.52882436,13.58280718,13.65441876,13.61689742,13.55231804,13.52534836,13.54056749,13.54240574,10.2883,10.2312,10.296,10.1119,13.04,13.005,12.922,12.825999999999999
BSU00980,13.578,13.565999999999999,13.741,13.604000000000001,13.2677,13.3755,12.9711,13.0306,13.6624,13.5254,13.4771,13.866,13.8812,13.8376,14.484000000000002,14.48035344,13.99293017,14.12378923,14.10200421,14.16085723,14.08712728,14.16568168,13.85967422,13.85656781,14.03871905,13.87629967,14.12516792,13.82661893,13.85967422,14.10459571,13.85656781,14.08922535,13.2677,13.3755,12.9711,13.0306,13.578,13.565999999999999,13.741,13.604000000000001
BSU00990,12.972999999999999,13.019,12.787,12.581,12.005,11.9836,11.4569,11.7483,13.3152,12.7319,12.7621,12.8851,13.0473,13.4151,13.3532,13.08952237,13.30624497,13.08952237,13.58227563,13.25103462,13.06754961,13.06707003,14.05846341,14.26440491,14.17948555,14.00629018,14.1200948,13.74497082,14.05846341,14.09092808,14.26440491,13.91595245,12.005,11.9836,11.4569,11.7483,12.972999999999999,13.019,12.787,12.581
BSU01000,13.05,13.087,12.269,12.552999999999999,11.4468,11.4898,10.8133,11.2833,12.618,12.2985,12.3359,12.5534,12.5918,12.7952,13.0509,11.43876093,11.59229266,11.33297267,11.99529878,11.61204949,11.82652939,11.39633471,11.94779643,12.12199199,11.94990323,11.610197099999999,12.13380113,11.55358045,11.94779643,11.41985596,12.12199199,11.30928731,11.4468,11.4898,10.8133,11.2833,13.05,13.087,12.269,12.552999999999999
BSU01010,14.679,14.497,13.294,14.292,10.4892,10.4367,10.332,10.3457,13.5136,12.6655,12.707,14.0819,14.0612,12.8067,12.8819,14.28473571,14.820801000000001,14.20999928,14.85709908,14.21974103,14.86655065,14.51660759,14.75608787,14.83816616,14.66883887,14.15828,14.64119714,14.1748282,14.75608787,14.1633786,14.83816616,13.808555199999999,10.4892,10.4367,10.332,10.3457,14.679,14.497,13.294,14.292
BSU01020,16.441,16.441,16.452,16.436,13.4339,13.2309,13.3251,13.1673,16.3878,16.3335,16.1766,16.2376,16.3624,15.5229,15.9389,16.12853594,16.16167453,16.00948645,16.32134934,15.94140761,16.47409622,16.01639245,16.89601366,16.99175236,16.89601366,16.868129800000002,16.88988741,16.860393300000002,16.89601366,16.88354742,16.99175236,16.81958046,13.4339,13.2309,13.3251,13.1673,16.441,16.441,16.452,16.436
BSU01030,16.436,16.436,16.067,16.294,12.8512,12.6574,12.6223,12.5128,16.3962,16.2662,15.8149,16.1854,16.1599,14.8216,15.4951,15.97077625,16.21263845,15.64402024,16.52362031,15.68886395,16.06140998,15.985119899999999,16.74152399,16.78135748,16.70531524,16.35116381,16.71357852,16.27959244,16.74152399,16.46997461,16.78135748,16.16384148,12.8512,12.6574,12.6223,12.5128,16.436,16.436,16.067,16.294
BSU01040,16.452,16.452,16.447,16.452,12.2993,11.9417,11.8286,11.6983,16.4336,16.4336,15.8744,16.3557,16.4197,13.8235,15.174000000000001,16.11575903,16.17580248,15.37813895,16.59335955,15.45330936,16.29283542,16.02880812,16.68789419,16.82163619,16.7328586,16.49351918,16.59950311,16.11895184,16.68789419,16.57374503,16.82163619,15.68757163,12.2993,11.9417,11.8286,11.6983,16.452,16.452,16.447,16.452
BSU01050,16.229,16.252,16.334,16.426,12.5128,12.3952,11.9836,12.1349,16.2303,16.2783,16.096,16.0889,16.2029,13.6624,15.4728,15.86634651,16.14209444,15.114912200000001,16.23935671,15.51987135,16.15867586,15.8706658,16.81703871,16.8462948,16.8462948,16.49571594,16.73460286,16.36536777,16.81703871,16.76610222,16.8462948,16.37823972,12.5128,12.3952,11.9836,12.1349,16.229,16.252,16.334,16.426
BSU01060,14.427,13.998,11.489,13.942,8.5252,8.2965,8.1824,8.0044,13.2444,12.9577,12.2832,13.1301,12.9647,9.9358,11.5951,14.64307057,15.54468005,14.30732525,15.571868400000001,14.06222817,15.60162767,14.517098999999998,15.29108152,15.0788779,15.19633961,14.34746061,15.10452529,14.83004705,15.29108152,15.43460032,15.0788779,14.53706507,8.5252,8.2965,8.1824,8.0044,14.427,13.998,11.489,13.942
